pickup_hour,cluster,ride_count,zone_name,hour,day,day_of_week,month,is_weekend,pickup_latitude,pickup_longitude,is_rush_hour,is_night,office_hours
2016-01-01 13:00:00,5,67,Zone F,13,1,4,1,0,40.76983302974993,-73.95761303553479,0,0,1
2016-01-01 14:00:00,0,38,Zone A,14,1,4,1,0,40.72047015415972,-74.02307320189729,0,0,1
2016-01-01 14:00:00,1,190,Zone B,14,1,4,1,0,40.74919202667747,-73.9857301141508,0,0,1
2016-01-01 14:00:00,2,15,Zone C,14,1,4,1,0,40.648292373561276,-73.78238234130092,0,0,1
2016-01-01 14:00:00,3,8,Zone D,14,1,4,1,0,40.76935448876038,-73.87250404561904,0,0,1
2016-01-01 14:00:00,4,40,Zone E,14,1,4,1,0,40.79024333586137,-73.96842586904239,0,0,1
2016-01-01 14:00:00,5,52,Zone F,14,1,4,1,0,40.76983302974993,-73.95761303553479,0,0,1
2016-01-01 15:00:00,0,39,Zone A,15,1,4,1,0,40.72047015415972,-74.02307320189729,0,0,1
2016-01-01 15:00:00,1,161,Zone B,15,1,4,1,0,40.74919202667747,-73.9857301141508,0,0,1
2016-01-01 15:00:00,2,6,Zone C,15,1,4,1,0,40.648292373561276,-73.78238234130092,0,0,1
2016-01-01 15:00:00,3,9,Zone D,15,1,4,1,0,40.76935448876038,-73.87250404561904,0,0,1
2016-01-01 15:00:00,4,46,Zone E,15,1,4,1,0,40.79024333586137,-73.96842586904239,0,0,1
2016-01-01 15:00:00,5,60,Zone F,15,1,4,1,0,40.76983302974993,-73.95761303553479,0,0,1
2016-01-01 16:00:00,0,36,Zone A,16,1,4,1,0,40.72047015415972,-74.02307320189729,0,0,1
2016-01-01 16:00:00,1,164,Zone B,16,1,4,1,0,40.74919202667747,-73.9857301141508,0,0,1
2016-01-01 16:00:00,2,6,Zone C,16,1,4,1,0,40.648292373561276,-73.78238234130092,0,0,1
2016-01-01 16:00:00,3,10,Zone D,16,1,4,1,0,40.76935448876038,-73.87250404561904,0,0,1
2016-01-01 16:00:00,4,32,Zone E,16,1,4,1,0,40.79024333586137,-73.96842586904239,0,0,1
2016-01-01 16:00:00,5,62,Zone F,16,1,4,1,0,40.76983302974993,-73.95761303553479,0,0,1
2016-01-01 17:00:00,0,33,Zone A,17,1,4,1,0,40.72047015415972,-74.02307320189729,1,0,1
2016-01-01 17:00:00,1,166,Zone B,17,1,4,1,0,40.74919202667747,-73.9857301141508,1,0,1
2016-01-01 17:00:00,2,8,Zone C,17,1,4,1,0,40.648292373561276,-73.78238234130092,1,0,1
2016-01-01 17:00:00,3,12,Zone D,17,1,4,1,0,40.76935448876038,-73.87250404561904,1,0,1
2016-01-01 17:00:00,4,37,Zone E,17,1,4,1,0,40.79024333586137,-73.96842586904239,1,0,1
2016-01-01 17:00:00,5,63,Zone F,17,1,4,1,0,40.76983302974993,-73.95761303553479,1,0,1
2016-01-01 18:00:00,0,37,Zone A,18,1,4,1,0,40.72047015415972,-74.02307320189729,1,0,0
2016-01-01 18:00:00,1,166,Zone B,18,1,4,1,0,40.74919202667747,-73.9857301141508,1,0,0
2016-01-01 18:00:00,2,7,Zone C,18,1,4,1,0,40.648292373561276,-73.78238234130092,1,0,0
2016-01-01 18:00:00,3,14,Zone D,18,1,4,1,0,40.76935448876038,-73.87250404561904,1,0,0
2016-01-01 18:00:00,4,37,Zone E,18,1,4,1,0,40.79024333586137,-73.96842586904239,1,0,0
2016-01-01 18:00:00,5,65,Zone F,18,1,4,1,0,40.76983302974993,-73.95761303553479,1,0,0
2016-01-01 19:00:00,0,35,Zone A,19,1,4,1,0,40.72047015415972,-74.02307320189729,1,0,0
2016-01-01 19:00:00,1,181,Zone B,19,1,4,1,0,40.74919202667747,-73.9857301141508,1,0,0
2016-01-01 19:00:00,2,10,Zone C,19,1,4,1,0,40.648292373561276,-73.78238234130092,1,0,0
2016-01-01 19:00:00,3,9,Zone D,19,1,4,1,0,40.76935448876038,-73.87250404561904,1,0,0
2016-01-01 19:00:00,4,41,Zone E,19,1,4,1,0,40.79024333586137,-73.96842586904239,1,0,0
2016-01-01 19:00:00,5,54,Zone F,19,1,4,1,0,40.76983302974993,-73.95761303553479,1,0,0
2016-01-01 20:00:00,0,18,Zone A,20,1,4,1,0,40.72047015415972,-74.02307320189729,0,0,0
2016-01-01 20:00:00,1,147,Zone B,20,1,4,1,0,40.74919202667747,-73.9857301141508,0,0,0
2016-01-01 20:00:00,2,14,Zone C,20,1,4,1,0,40.648292373561276,-73.78238234130092,0,0,0
2016-01-01 20:00:00,3,10,Zone D,20,1,4,1,0,40.76935448876038,-73.87250404561904,0,0,0
2016-01-01 20:00:00,4,21,Zone E,20,1,4,1,0,40.79024333586137,-73.96842586904239,0,0,0
2016-01-01 20:00:00,5,36,Zone F,20,1,4,1,0,40.76983302974993,-73.95761303553479,0,0,0
2016-01-01 21:00:00,0,27,Zone A,21,1,4,1,0,40.72047015415972,-74.02307320189729,0,0,0
2016-01-01 21:00:00,1,143,Zone B,21,1,4,1,0,40.74919202667747,-73.9857301141508,0,0,0
2016-01-01 21:00:00,2,14,Zone C,21,1,4,1,0,40.648292373561276,-73.78238234130092,0,0,0
2016-01-01 21:00:00,3,12,Zone D,21,1,4,1,0,40.76935448876038,-73.87250404561904,0,0,0
2016-01-01 21:00:00,4,37,Zone E,21,1,4,1,0,40.79024333586137,-73.96842586904239,0,0,0
2016-01-01 21:00:00,5,36,Zone F,21,1,4,1,0,40.76983302974993,-73.95761303553479,0,0,0
2016-01-01 22:00:00,0,24,Zone A,22,1,4,1,0,40.72047015415972,-74.02307320189729,0,0,0
2016-01-01 22:00:00,1,181,Zone B,22,1,4,1,0,40.74919202667747,-73.9857301141508,0,0,0
2016-01-01 22:00:00,2,12,Zone C,22,1,4,1,0,40.648292373561276,-73.78238234130092,0,0,0
2016-01-01 22:00:00,3,11,Zone D,22,1,4,1,0,40.76935448876038,-73.87250404561904,0,0,0
2016-01-01 22:00:00,4,24,Zone E,22,1,4,1,0,40.79024333586137,-73.96842586904239,0,0,0
2016-01-01 22:00:00,5,41,Zone F,22,1,4,1,0,40.76983302974993,-73.95761303553479,0,0,0
2016-01-01 23:00:00,0,22,Zone A,23,1,4,1,0,40.72047015415972,-74.02307320189729,0,0,0
2016-01-01 23:00:00,1,178,Zone B,23,1,4,1,0,40.74919202667747,-73.9857301141508,0,0,0
2016-01-01 23:00:00,2,10,Zone C,23,1,4,1,0,40.648292373561276,-73.78238234130092,0,0,0
2016-01-01 23:00:00,3,11,Zone D,23,1,4,1,0,40.76935448876038,-73.87250404561904,0,0,0
2016-01-01 23:00:00,4,21,Zone E,23,1,4,1,0,40.79024333586137,-73.96842586904239,0,0,0
2016-01-01 23:00:00,5,30,Zone F,23,1,4,1,0,40.76983302974993,-73.95761303553479,0,0,0
2016-01-02 00:00:00,0,34,Zone A,0,2,5,1,1,40.72047015415972,-74.02307320189729,0,1,0
2016-01-02 00:00:00,1,159,Zone B,0,2,5,1,1,40.74919202667747,-73.9857301141508,0,1,0
2016-01-02 00:00:00,2,10,Zone C,0,2,5,1,1,40.648292373561276,-73.78238234130092,0,1,0
2016-01-02 00:00:00,3,6,Zone D,0,2,5,1,1,40.76935448876038,-73.87250404561904,0,1,0
2016-01-02 00:00:00,4,19,Zone E,0,2,5,1,1,40.79024333586137,-73.96842586904239,0,1,0
2016-01-02 00:00:00,5,20,Zone F,0,2,5,1,1,40.76983302974993,-73.95761303553479,0,1,0
2016-01-02 01:00:00,0,16,Zone A,1,2,5,1,1,40.72047015415972,-74.02307320189729,0,1,0
2016-01-02 01:00:00,1,137,Zone B,1,2,5,1,1,40.74919202667747,-73.9857301141508,0,1,0
2016-01-02 01:00:00,2,5,Zone C,1,2,5,1,1,40.648292373561276,-73.78238234130092,0,1,0
2016-01-02 01:00:00,3,2,Zone D,1,2,5,1,1,40.76935448876038,-73.87250404561904,0,1,0
2016-01-02 01:00:00,4,16,Zone E,1,2,5,1,1,40.79024333586137,-73.96842586904239,0,1,0
2016-01-02 01:00:00,5,23,Zone F,1,2,5,1,1,40.76983302974993,-73.95761303553479,0,1,0
2016-01-02 02:00:00,0,17,Zone A,2,2,5,1,1,40.72047015415972,-74.02307320189729,0,1,0
2016-01-02 02:00:00,1,93,Zone B,2,2,5,1,1,40.74919202667747,-73.9857301141508,0,1,0
2016-01-02 02:00:00,2,1,Zone C,2,2,5,1,1,40.648292373561276,-73.78238234130092,0,1,0
2016-01-02 02:00:00,3,2,Zone D,2,2,5,1,1,40.76935448876038,-73.87250404561904,0,1,0
2016-01-02 02:00:00,4,12,Zone E,2,2,5,1,1,40.79024333586137,-73.96842586904239,0,1,0
2016-01-02 02:00:00,5,18,Zone F,2,2,5,1,1,40.76983302974993,-73.95761303553479,0,1,0
2016-01-02 03:00:00,0,13,Zone A,3,2,5,1,1,40.72047015415972,-74.02307320189729,0,1,0
2016-01-02 03:00:00,1,85,Zone B,3,2,5,1,1,40.74919202667747,-73.9857301141508,0,1,0
2016-01-02 03:00:00,2,0,Zone C,3,2,5,1,1,40.648292373561276,-73.78238234130092,0,1,0
2016-01-02 03:00:00,3,3,Zone D,3,2,5,1,1,40.76935448876038,-73.87250404561904,0,1,0
2016-01-02 03:00:00,4,7,Zone E,3,2,5,1,1,40.79024333586137,-73.96842586904239,0,1,0
2016-01-02 03:00:00,5,6,Zone F,3,2,5,1,1,40.76983302974993,-73.95761303553479,0,1,0
2016-01-02 04:00:00,0,7,Zone A,4,2,5,1,1,40.72047015415972,-74.02307320189729,0,1,0
2016-01-02 04:00:00,1,50,Zone B,4,2,5,1,1,40.74919202667747,-73.9857301141508,0,1,0
2016-01-02 04:00:00,2,2,Zone C,4,2,5,1,1,40.648292373561276,-73.78238234130092,0,1,0
2016-01-02 04:00:00,3,0,Zone D,4,2,5,1,1,40.76935448876038,-73.87250404561904,0,1,0
2016-01-02 04:00:00,4,6,Zone E,4,2,5,1,1,40.79024333586137,-73.96842586904239,0,1,0
2016-01-02 04:00:00,5,7,Zone F,4,2,5,1,1,40.76983302974993,-73.95761303553479,0,1,0
2016-01-02 05:00:00,0,4,Zone A,5,2,5,1,1,40.72047015415972,-74.02307320189729,0,1,0
2016-01-02 05:00:00,1,30,Zone B,5,2,5,1,1,40.74919202667747,-73.9857301141508,0,1,0
2016-01-02 05:00:00,2,4,Zone C,5,2,5,1,1,40.648292373561276,-73.78238234130092,0,1,0
2016-01-02 05:00:00,3,1,Zone D,5,2,5,1,1,40.76935448876038,-73.87250404561904,0,1,0
2016-01-02 05:00:00,4,5,Zone E,5,2,5,1,1,40.79024333586137,-73.96842586904239,0,1,0
2016-01-02 05:00:00,5,3,Zone F,5,2,5,1,1,40.76983302974993,-73.95761303553479,0,1,0
2016-01-02 06:00:00,0,1,Zone A,6,2,5,1,1,40.72047015415972,-74.02307320189729,0,0,0
2016-01-02 06:00:00,1,27,Zone B,6,2,5,1,1,40.74919202667747,-73.9857301141508,0,0,0
2016-01-02 06:00:00,2,14,Zone C,6,2,5,1,1,40.648292373561276,-73.78238234130092,0,0,0
2016-01-02 06:00:00,3,0,Zone D,6,2,5,1,1,40.76935448876038,-73.87250404561904,0,0,0
2016-01-02 06:00:00,4,6,Zone E,6,2,5,1,1,40.79024333586137,-73.96842586904239,0,0,0
2016-01-02 06:00:00,5,16,Zone F,6,2,5,1,1,40.76983302974993,-73.95761303553479,0,0,0
2016-01-02 07:00:00,0,4,Zone A,7,2,5,1,1,40.72047015415972,-74.02307320189729,1,0,0
2016-01-02 07:00:00,1,38,Zone B,7,2,5,1,1,40.74919202667747,-73.9857301141508,1,0,0
2016-01-02 07:00:00,2,12,Zone C,7,2,5,1,1,40.648292373561276,-73.78238234130092,1,0,0
2016-01-02 07:00:00,3,2,Zone D,7,2,5,1,1,40.76935448876038,-73.87250404561904,1,0,0
2016-01-02 07:00:00,4,16,Zone E,7,2,5,1,1,40.79024333586137,-73.96842586904239,1,0,0
2016-01-02 07:00:00,5,14,Zone F,7,2,5,1,1,40.76983302974993,-73.95761303553479,1,0,0
2016-01-02 08:00:00,0,7,Zone A,8,2,5,1,1,40.72047015415972,-74.02307320189729,1,0,0
2016-01-02 08:00:00,1,48,Zone B,8,2,5,1,1,40.74919202667747,-73.9857301141508,1,0,0
2016-01-02 08:00:00,2,4,Zone C,8,2,5,1,1,40.648292373561276,-73.78238234130092,1,0,0
2016-01-02 08:00:00,3,6,Zone D,8,2,5,1,1,40.76935448876038,-73.87250404561904,1,0,0
2016-01-02 08:00:00,4,19,Zone E,8,2,5,1,1,40.79024333586137,-73.96842586904239,1,0,0
2016-01-02 08:00:00,5,22,Zone F,8,2,5,1,1,40.76983302974993,-73.95761303553479,1,0,0
2016-01-02 09:00:00,0,16,Zone A,9,2,5,1,1,40.72047015415972,-74.02307320189729,1,0,1
2016-01-02 09:00:00,1,104,Zone B,9,2,5,1,1,40.74919202667747,-73.9857301141508,1,0,1
2016-01-02 09:00:00,2,4,Zone C,9,2,5,1,1,40.648292373561276,-73.78238234130092,1,0,1
2016-01-02 09:00:00,3,11,Zone D,9,2,5,1,1,40.76935448876038,-73.87250404561904,1,0,1
2016-01-02 09:00:00,4,31,Zone E,9,2,5,1,1,40.79024333586137,-73.96842586904239,1,0,1
2016-01-02 09:00:00,5,48,Zone F,9,2,5,1,1,40.76983302974993,-73.95761303553479,1,0,1
2016-01-02 10:00:00,0,19,Zone A,10,2,5,1,1,40.72047015415972,-74.02307320189729,0,0,1
2016-01-02 10:00:00,1,133,Zone B,10,2,5,1,1,40.74919202667747,-73.9857301141508,0,0,1
2016-01-02 10:00:00,2,5,Zone C,10,2,5,1,1,40.648292373561276,-73.78238234130092,0,0,1
2016-01-02 10:00:00,3,12,Zone D,10,2,5,1,1,40.76935448876038,-73.87250404561904,0,0,1
2016-01-02 10:00:00,4,33,Zone E,10,2,5,1,1,40.79024333586137,-73.96842586904239,0,0,1
2016-01-02 10:00:00,5,51,Zone F,10,2,5,1,1,40.76983302974993,-73.95761303553479,0,0,1
2016-01-02 11:00:00,0,31,Zone A,11,2,5,1,1,40.72047015415972,-74.02307320189729,0,0,1
2016-01-02 11:00:00,1,171,Zone B,11,2,5,1,1,40.74919202667747,-73.9857301141508,0,0,1
2016-01-02 11:00:00,2,4,Zone C,11,2,5,1,1,40.648292373561276,-73.78238234130092,0,0,1
2016-01-02 11:00:00,3,10,Zone D,11,2,5,1,1,40.76935448876038,-73.87250404561904,0,0,1
2016-01-02 11:00:00,4,32,Zone E,11,2,5,1,1,40.79024333586137,-73.96842586904239,0,0,1
2016-01-02 11:00:00,5,69,Zone F,11,2,5,1,1,40.76983302974993,-73.95761303553479,0,0,1
2016-01-02 12:00:00,0,48,Zone A,12,2,5,1,1,40.72047015415972,-74.02307320189729,0,0,1
2016-01-02 12:00:00,1,179,Zone B,12,2,5,1,1,40.74919202667747,-73.9857301141508,0,0,1
2016-01-02 12:00:00,2,11,Zone C,12,2,5,1,1,40.648292373561276,-73.78238234130092,0,0,1
2016-01-02 12:00:00,3,12,Zone D,12,2,5,1,1,40.76935448876038,-73.87250404561904,0,0,1
2016-01-02 12:00:00,4,38,Zone E,12,2,5,1,1,40.79024333586137,-73.96842586904239,0,0,1
2016-01-02 12:00:00,5,73,Zone F,12,2,5,1,1,40.76983302974993,-73.95761303553479,0,0,1
2016-01-02 13:00:00,0,44,Zone A,13,2,5,1,1,40.72047015415972,-74.02307320189729,0,0,1
2016-01-02 13:00:00,1,192,Zone B,13,2,5,1,1,40.74919202667747,-73.9857301141508,0,0,1
2016-01-02 13:00:00,2,5,Zone C,13,2,5,1,1,40.648292373561276,-73.78238234130092,0,0,1
2016-01-02 13:00:00,3,12,Zone D,13,2,5,1,1,40.76935448876038,-73.87250404561904,0,0,1
2016-01-02 13:00:00,4,40,Zone E,13,2,5,1,1,40.79024333586137,-73.96842586904239,0,0,1
2016-01-02 13:00:00,5,78,Zone F,13,2,5,1,1,40.76983302974993,-73.95761303553479,0,0,1
2016-01-02 14:00:00,0,41,Zone A,14,2,5,1,1,40.72047015415972,-74.02307320189729,0,0,1
2016-01-02 14:00:00,1,177,Zone B,14,2,5,1,1,40.74919202667747,-73.9857301141508,0,0,1
2016-01-02 14:00:00,2,17,Zone C,14,2,5,1,1,40.648292373561276,-73.78238234130092,0,0,1
2016-01-02 14:00:00,3,10,Zone D,14,2,5,1,1,40.76935448876038,-73.87250404561904,0,0,1
2016-01-02 14:00:00,4,50,Zone E,14,2,5,1,1,40.79024333586137,-73.96842586904239,0,0,1
2016-01-02 14:00:00,5,85,Zone F,14,2,5,1,1,40.76983302974993,-73.95761303553479,0,0,1
2016-01-02 15:00:00,0,45,Zone A,15,2,5,1,1,40.72047015415972,-74.02307320189729,0,0,1
2016-01-02 15:00:00,1,191,Zone B,15,2,5,1,1,40.74919202667747,-73.9857301141508,0,0,1
2016-01-02 15:00:00,2,11,Zone C,15,2,5,1,1,40.648292373561276,-73.78238234130092,0,0,1
2016-01-02 15:00:00,3,12,Zone D,15,2,5,1,1,40.76935448876038,-73.87250404561904,0,0,1
2016-01-02 15:00:00,4,43,Zone E,15,2,5,1,1,40.79024333586137,-73.96842586904239,0,0,1
2016-01-02 15:00:00,5,85,Zone F,15,2,5,1,1,40.76983302974993,-73.95761303553479,0,0,1
2016-01-02 16:00:00,0,45,Zone A,16,2,5,1,1,40.72047015415972,-74.02307320189729,0,0,1
2016-01-02 16:00:00,1,192,Zone B,16,2,5,1,1,40.74919202667747,-73.9857301141508,0,0,1
2016-01-02 16:00:00,2,10,Zone C,16,2,5,1,1,40.648292373561276,-73.78238234130092,0,0,1
2016-01-02 16:00:00,3,12,Zone D,16,2,5,1,1,40.76935448876038,-73.87250404561904,0,0,1
2016-01-02 16:00:00,4,53,Zone E,16,2,5,1,1,40.79024333586137,-73.96842586904239,0,0,1
2016-01-02 16:00:00,5,77,Zone F,16,2,5,1,1,40.76983302974993,-73.95761303553479,0,0,1
2016-01-02 17:00:00,0,36,Zone A,17,2,5,1,1,40.72047015415972,-74.02307320189729,1,0,1
2016-01-02 17:00:00,1,189,Zone B,17,2,5,1,1,40.74919202667747,-73.9857301141508,1,0,1
2016-01-02 17:00:00,2,8,Zone C,17,2,5,1,1,40.648292373561276,-73.78238234130092,1,0,1
2016-01-02 17:00:00,3,14,Zone D,17,2,5,1,1,40.76935448876038,-73.87250404561904,1,0,1
2016-01-02 17:00:00,4,53,Zone E,17,2,5,1,1,40.79024333586137,-73.96842586904239,1,0,1
